ID,floatWear,formattedPrice,item,source,rarity,timestamp
0,0.61832696199417,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
1,0.68124717473984,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
2,0.75699889659882,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
3,0.7652713060379,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
4,0.79470908641815,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
5,0.8032773733139,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
6,0.9002742767334,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
7,0.95276606082916,0.62,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
8,0.45359593629837,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
9,0.4632633626461,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
10,0.50416857004166,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
11,0.50743097066879,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
12,0.51964205503464,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
13,0.54230326414108,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
14,0.57212150096893,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
15,0.57270187139511,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
16,0.66113948822021,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
17,0.66379886865616,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
18,0.73432207107544,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
19,0.76757657527924,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
20,0.82091665267944,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
21,0.84430366754532,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
22,0.84552103281021,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
23,0.85208857059479,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
24,0.90689849853516,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
25,0.90933644771576,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
26,0.9740207195282,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
27,0.9832022190094,0.63,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
28,0.58037847280502,0.64,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
29,0.77108883857727,0.64,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
30,0.94444489479065,0.64,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
31,0.98589050769806,0.64,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
32,0.45575085282326,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
33,0.47647953033447,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
34,0.49549046158791,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
35,0.49740868806839,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
36,0.55053615570068,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
37,0.55544060468674,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
38,0.58446496725082,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
39,0.58721178770065,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
40,0.61835378408432,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
41,0.66125553846359,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
42,0.67510396242142,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
43,0.67561721801758,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
44,0.6760425567627,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
45,0.68015265464783,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
46,0.69071972370148,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
47,0.70087957382202,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
48,0.71403068304062,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
49,0.73881238698959,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
50,0.76725286245346,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
51,0.7838374376297,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
52,0.78399538993835,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
53,0.79698526859283,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
54,0.80031311511993,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
55,0.84305483102798,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
56,0.84805345535278,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
57,0.85004633665085,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
58,0.87467980384827,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
59,0.94105911254883,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
60,0.97442746162415,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
61,0.98461890220642,0.65,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
62,0.38131994009018,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:44:45
63,0.46470519900322,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
64,0.55953866243362,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
65,0.57832247018814,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
66,0.58813381195068,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
67,0.59987390041351,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
68,0.60534471273422,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
69,0.60691946744919,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
70,0.61302864551544,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
71,0.62948071956635,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
72,0.63488495349884,0.66,Dual-Berettas Flora Carnivora,SCM,Restricted,2023-05-07 23:49:13
