Index,Price,Float,Condition,Name,Site,Timestamp
1,0.47,0.4307170212268829,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
2,0.51,0.3919050991535186,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
3,0.52,0.4459155201911926,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
4,0.58,0.4076544344425201,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
5,0.69,0.4488493800163269,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
6,0.71,0.4309613406658172,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
7,0.71,0.4080700874328613,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
8,0.77,0.4356833100318908,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
9,0.83,0.4300610125064849,WW,P90_Neoqueen,Halo,2024-03-20 21:40:52
10,0.83,0.4324129521846771,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
11,0.83,0.3854449689388275,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
12,0.99,0.4405033290386199,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
13,1.00,0.4158011376857757,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
14,1.13,0.4299037158489227,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
15,1.25,0.4444748461246490,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
16,1.69,0.4324417114257812,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
17,1.72,0.4274263978004455,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
18,2.81,0.4348756372928619,WW,P90_Neoqueen,Halo,2024-03-20 21:40:57
19,3.09,0.4499191343784332,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
20,3.76,0.3994718492031097,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
21,3.76,0.3935563862323760,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
22,3.76,0.4008967876434326,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
23,3.76,0.4015496075153350,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
24,4.06,0.3926461338996887,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
25,8.11,0.3862758576869964,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
26,9.09,0.4355069398880004,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
27,9.32,0.4492620229721069,WW,P90_Neoqueen,Halo,2024-03-20 21:41:05
