Coll_ID,Item_ID,Price,Float,Condition,Name,Site,Timestamp,Collection
1,1,3.02,0.2897579967975616,FT,AWP_Duality,Halo,2024-03-22 19:40:15,Revolution
2,4,3.03,0.2402698546648025,FT,AWP_Duality,Halo,2024-03-22 19:40:15,Revolution
3,9,3.03,0.2530756592750549,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
4,5,3.03,0.2604079842567443,FT,AWP_Duality,Halo,2024-03-22 19:40:15,Revolution
5,11,3.03,0.2609908282756805,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
6,13,3.03,0.2635329365730285,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
7,16,3.03,0.289513885974884,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
8,12,3.03,0.3121307790279388,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
9,10,3.03,0.3153010308742523,FT,AWP_Duality,Halo,2024-03-22 19:40:22,Revolution
10,8,3.03,0.3179410398006439,FT,AWP_Duality,Halo,2024-03-22 19:40:15,Revolution
11,21,3.06,0.2773201167583465,FT,AWP_Duality,Halo,2024-03-22 19:40:26,Revolution
12,22,3.06,0.2900709509849548,FT,AWP_Duality,Halo,2024-03-22 19:40:26,Revolution
13,20,3.06,0.2934637665748596,FT,AWP_Duality,Halo,2024-03-22 19:40:26,Revolution
14,32,3.08,0.2477230578660964,FT,AWP_Duality,Halo,2024-03-22 19:40:33,Revolution
15,37,3.12,0.2837168872356414,FT,AWP_Duality,Halo,2024-03-22 19:40:36,Revolution
16,52,3.17,0.2636678218841552,FT,AWP_Duality,Halo,2024-03-22 19:40:46,Revolution
17,49,3.17,0.2693584859371185,FT,AWP_Duality,Halo,2024-03-22 19:40:46,Revolution
18,43,3.17,0.2729530334472656,FT,AWP_Duality,Halo,2024-03-22 19:40:39,Revolution
19,56,3.31,0.2173425704240798,FT,AWP_Duality,Halo,2024-03-22 19:40:46,Revolution
20,62,3.33,0.2406477481126785,FT,AWP_Duality,Halo,2024-03-22 19:40:49,Revolution
21,68,3.51,0.2353196889162063,FT,AWP_Duality,Halo,2024-03-22 19:40:52,Revolution
22,70,3.51,0.2448628395795822,FT,AWP_Duality,Halo,2024-03-22 19:40:52,Revolution
23,74,3.64,0.2416098415851593,FT,AWP_Duality,Halo,2024-03-22 19:40:57,Revolution
24,76,3.65,0.2153205871582031,FT,AWP_Duality,Halo,2024-03-22 19:40:57,Revolution
25,15,3.69,0.2402698546648025,FT,AWP_Duality,CS2GO,2024-03-22 19:41:16,Revolution
26,12,3.69,0.2530756592750549,FT,AWP_Duality,CS2GO,2024-03-22 19:41:16,Revolution
27,1,5.3,0.1164299771189689,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
28,2,6.32,0.1385518759489059,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
29,3,6.38,0.1317391842603683,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
30,5,6.38,0.1472400873899459,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
31,4,6.38,0.1485868096351623,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
32,14,6.61,0.1007234081625938,MW,AWP_Duality,Halo,2024-03-22 20:34:12,Revolution
33,11,6.61,0.1058572754263877,MW,AWP_Duality,Halo,2024-03-22 20:34:12,Revolution
34,18,6.61,0.1082489863038063,MW,AWP_Duality,Halo,2024-03-22 20:34:12,Revolution
35,6,6.61,0.1143706366419792,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
36,23,6.61,0.1145004779100418,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
37,22,6.61,0.1150482669472694,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
38,8,6.61,0.1170671954751014,MW,AWP_Duality,Halo,2024-03-22 20:34:06,Revolution
39,20,6.61,0.119306281208992,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
40,17,6.61,0.1197007670998573,MW,AWP_Duality,Halo,2024-03-22 20:34:12,Revolution
41,25,6.66,0.1108808442950248,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
42,24,6.66,0.1155757904052734,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
43,26,6.67,0.1076260805130004,MW,AWP_Duality,Halo,2024-03-22 20:34:20,Revolution
44,30,6.99,0.1084610149264335,MW,AWP_Duality,Halo,2024-03-22 20:34:25,Revolution
45,37,6.99,0.1151384636759757,MW,AWP_Duality,Halo,2024-03-22 20:34:30,Revolution
46,40,7.1,0.1116654872894287,MW,AWP_Duality,Halo,2024-03-22 20:34:30,Revolution
47,43,7.15,0.1123450174927711,MW,AWP_Duality,Halo,2024-03-22 20:34:30,Revolution
