Coll_ID,Item_ID,Price,Float,Condition,Name,Site,Timestamp,Collection
1,1,0.12,0.1206986755132675,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
2,3,0.12,0.1225221678614616,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
3,2,0.12,0.1281813234090805,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
4,4,0.13,0.1159858256578445,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
5,2,0.13,0.5363739728927612,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
6,1,0.13,0.5532751083374023,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
7,3,0.13,0.564453125,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
8,7,0.14,0.4643605649471282,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
9,8,0.14,0.5568676590919494,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
10,4,0.14,0.5598621368408203,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:12,Danger_Zone
11,9,0.16,0.4755181968212127,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:15,Danger_Zone
12,7,0.17,0.0980716943740844,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
13,6,0.17,0.1163820549845695,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
14,5,0.17,0.122915044426918,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
15,11,0.17,0.4968656301498413,BS,MP9_Modest_Threat,Halo,2024-03-21 15:51:15,Danger_Zone
16,8,0.19,0.0730179548263549,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
17,9,0.2,0.090624377131462,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:34,Danger_Zone
18,42,0.2,0.214433342218399,FT,M4A4_Magnesium,Halo,2024-03-21 14:39:01,Danger_Zone
19,11,0.21,0.0750060230493545,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
20,10,0.21,0.0766944140195846,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
21,12,0.21,0.0805044844746589,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
22,13,0.21,0.080971822142601,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
23,14,0.21,0.0860698670148849,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
24,15,0.21,0.0871007218956947,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:45,Danger_Zone
25,19,0.21,0.0878185927867889,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:47,Danger_Zone
26,20,0.21,0.0902530997991561,MW,Sawed-Off_Black_Sand,Halo,2024-03-21 19:09:47,Danger_Zone
27,1,0.28,0.0501315370202064,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
28,2,0.28,0.0611600689589977,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
29,3,0.31,0.0160270445048809,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
30,4,0.31,0.0415001921355724,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
31,5,0.31,0.0492165796458721,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
32,7,0.38,0.0125916637480258,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
33,6,0.38,0.0263080168515443,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
34,9,0.38,0.0559500493109226,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
35,8,0.38,0.0616722702980041,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:47:56,Danger_Zone
36,10,0.39,0.058197870850563,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:48:01,Danger_Zone
37,11,0.7,0.0570789016783237,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:48:01,Danger_Zone
38,12,0.71,0.021381564438343,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:48:01,Danger_Zone
39,13,0.75,0.0182832293212413,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:48:01,Danger_Zone
40,14,1.41,0.0085208602249622,FN,Sawed-Off_Black_Sand,Halo,2024-03-21 18:48:01,Danger_Zone
41,1,2.07,0.0526526905596256,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:39,Danger_Zone
42,3,2.09,0.0455480962991714,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:39,Danger_Zone
43,6,2.21,0.0302984677255153,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:39,Danger_Zone
44,4,2.21,0.0425156690180301,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:39,Danger_Zone
45,5,2.21,0.0431152507662773,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:39,Danger_Zone
46,16,2.24,0.0263530369848012,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:44,Danger_Zone
47,19,2.24,0.0385378412902355,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:50,Danger_Zone
48,18,2.24,0.0387343019247055,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:50,Danger_Zone
49,25,2.36,0.018108082935214,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:57,Danger_Zone
50,24,2.36,0.0382663533091545,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:50,Danger_Zone
51,28,2.39,0.029993250966072,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:57,Danger_Zone
52,31,2.67,0.0231651905924081,FN,M4A4_Magnesium,Halo,2024-03-21 14:15:57,Danger_Zone
53,33,2.79,0.0208066795021295,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:02,Danger_Zone
54,38,3.23,0.005995575338602,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:02,Danger_Zone
55,43,3.51,0.0088230539113283,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:05,Danger_Zone
56,45,3.51,0.0097242956981062,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:05,Danger_Zone
57,51,4.63,0.0049540675245225,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:11,Danger_Zone
58,52,5.05,0.0054835169576108,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:11,Danger_Zone
59,53,5.47,0.0049081989564001,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:11,Danger_Zone
60,56,7.02,0.0105820316821336,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:11,Danger_Zone
61,62,20.9,0.0001649342302698,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:16,Danger_Zone
62,64,32.96,0.0085935536772012,FN,M4A4_Magnesium,Halo,2024-03-21 14:16:16,Danger_Zone
