Index,Price,Float,Condition,Name,Site,Timestamp
1,0.20,0.2496725022792816,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
2,0.20,0.2509080767631530,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
3,0.20,0.2573094367980957,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
4,0.20,0.3654651641845703,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
5,0.20,0.2720904052257537,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
6,0.20,0.2377380132675170,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
7,0.20,0.2453246116638183,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
8,0.20,0.2324886620044708,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:36
9,0.20,0.2568429112434387,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
10,0.20,0.2643781006336212,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
11,0.20,0.2799404263496398,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
12,0.20,0.2305850088596343,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
13,0.20,0.3736304044723510,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
14,0.20,0.2990072369575500,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
15,0.20,0.3392741680145263,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
16,0.20,0.2758600115776062,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:41
17,0.20,0.2495933771133422,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
18,0.20,0.2889475226402282,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
19,0.20,0.2328158915042877,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
20,0.20,0.3737062811851501,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
21,0.20,0.3191178739070892,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
22,0.20,0.3381115794181823,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
23,0.20,0.2167059481143951,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
24,0.20,0.2252321690320968,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:45
25,0.20,0.3366603851318359,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:53
26,0.20,0.3438894748687744,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:53
27,0.20,0.2451318800449371,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:53
28,0.20,0.3501944243907928,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:53
29,0.20,0.3756599724292755,FT,M4A4_Magnesium,Halo,2024-03-21 14:38:53
